CourseID,Course_name,Score1,Score2
AL031,Computer and Software Engineering,210,320
AL032,Polymer Technology,240,345
AL033,Toxicology,265,325
PC410,Humanities,310,345
CW046,Computer Networking,260,310
CW100,International Business with French,280,335
CW101,International Business with German,215,325
CW105,Early Childhood Studies,345,365
CR105,Chemical Engineering,435,470
CR106,Computer Applications,240,350
CR107,Electronic Engineering,275,370
CR108,Mechanical Engineering,370,415
CR109,Structural Engineering,420,440
CR111,Computerised Instrument Systems,260,340
CR112,Multimedia,450,480
CR116,Software Dev & Comp Net,305,360
CR121,Music,775**,915
CK101,Arts,400,430
CK102,Social Science,400,425
CK103,Music,360#,405#
CK104,Arts/Music,415#,480#
CK105,European Studies,330,415
CK106,Applied Psychology,520,535
CK107,Language & Cultural Studies - French,340,380
CK108,Language & Cultural Studies - German,290,360
CK109,Language & Cultural Studies - Italian,300,350
CK110,Language & Cultural Studies - Spanish,375,410
CK111,Early Childhood Studies,400,420
CK112,Drama and Theatre Studies,425,470
CK201,Commerce,445*,470
CK202,Accounting,460*,500
CK203,Business Information Systems,425,465
CK204,Finance,445,460
CK205,Commerce with French,445,495
CK206,Commerce  with German,395,430
CK207,Commerce  with Italian,370,410
CK208,Commerce  with Spanish,415,435
CK209,Commerce  with Irish,435,480
CK210,Government and Public Policy,425,440
CK301,Law,500*,520
CK302,Law and French,515*,540
CK303,Law and German,475,500
CK304,Law and Irish,495*,510
CK401,Computer Science,300,365
CK402,Biological and Chemical Sciences,390,460
CK404,Environmental Sciences,370,405
CK405,Genetics,425,475
CK406,Chemical Sciences,365,415
CK407,Mathematical Sciences,495,560
CK408,Physics and Astrophysics,485,540
CK501,Food Business,355,375
CK504,Nutritional Sciences,415,445
CK505,Food Science and Technology,345,380
CK601,Process Engineering,475,510
CK602,Civil and Environmental Engineering,485*,520
CK603,Electrical and Electronic Engineering,335,470
CK604,Microelectronic Engineering,345,440
CK701,Medicine,555*,570
CK702,Dentistry,530,545
AH001,Theology and Philosophy,370,370
AH002,Theology and Psychology,315,340
AH003,Theology and English Literature,305,330
AC120,International Business,175,330
AC141,Behavioral Science ( Psychology ),205,310
AC142,Behavioural Sci ( Applied Social Studies),200,310
CE001,Church of Ireland,385***,N/A
CM001,Marino,430*,440
CM002,Marino/Gael,385,415
DB512,Business Studies,245,320
DB521,Accountancy and Finance,250,340
DB531,Marketing,255,320
DB551,Anthropology,245,335
DB552,Arts ( Literature and Drama ),250,345
DB561,Arts ( General ),245,335
DB562,Arts ( Psychology ),240,335
DC111,Business Studies,430,450
DC112,European Business ( French ),450,465
DC113,European Business ( German ),405,435
DC114,European Business ( Spanish ),420,465
DC115,Accounting & Finance,435,465
DC116,European Bus. (Transatlantic Studies),470,495
DC118,Ceim in Airgeadas,395,455
DC121,Computer Applications,350,390
DC122,Computational Linguistics,340,395
DC125,Mathematical Sciences,380,435
DC126,Financial and Actuarial Maths,480,515
DC131,Communications,480,505
DC132,Journalism,475,500
DC133,Multimedia,455,475
DC141,Int Marketing French/German,410,430
DC142,Int Marketing French/Spanish,445,480
DC143,Int Marketing German/Spanish,400,455
DC144,Int Marketing Japanese,370,385
DC146,Int Bus & French/German,460,480
DC147,Int Bus & French/Spanish,480,530
DC148,Int Bus & German/Spanish,405,445
DC149,Int Bus & Japanese,380,425
DC151,Applied Langs.French/German,330,385
DC152,Applied Langs French/Spanish,345,400
DC153,Applied Langs German/Spanish,335,425
DC154,App Langs Japanese+others,340,400
DC161,Analytical Science,330,370
DC162,Chemical and Pharmaceutical Sciences,365,425
DC163,Chemistry/French,390,435
DC164,Chemistry/German,385,385
DC165,Science International,365,430
DC171,Applied Physics,345,425
DC172,Physics/French,400,455
DC173,Physics/German,370,445
DC181,Biotechnology,330,375
DC191,Electronic Engineering,325,390
DC192,Telecomm. Engineering,325,400
DC193,Mechatronics,315,400
DC194,Electronic Systems,345,515
DC195,Comp-aided Mech/Manuf Engineer,315,370
DC196,Manufact Engineer/Bus Studies,320,395
DC197,Medical Mechanical Engineering,325,380
DC198,Mech and Manufact Engineering,315,375
DC199,Digital Media Engineering,315,355
DC200,Electronics Engineering Common Entry,315,390
DC201,Science Common Entry,335,390
DC202,Sport Science and Health,435,470
DC203,Science Education,345,370
DC211,Music Performance,#,N/A
FT101,Architecture,611#,639#
FT110,Property Econ. (Valuation Surveying),380,400
FT111,Const Econ & Mgt (Quant. Surveying),400,415
FT112,Geomatics,335,370
FT116,Environmental Planning & Management,400,435
FT125,Engineering,315,400
FT128,Transport Technology,235,315
FT130,Printing Management,210,310
FT221,Electrical/Electronic Engineering,350,400
FT222,Applied Sciences,230,320
FT223,Human Nutrition & Dietetics,495,510
FT224,Optometry,495,510
FT225,Applied Sciences/Computing,255,315
FT228,Computer Science,300,335
FT229,Clinical Measurement,300,430
FT255,Int Business and Languages French,395,430
FT256,Int Business and Languages German,325,360
FT257,Int Business and Languages Spanish,330,380
FT259,Photography,613#,778#
FT281,Computer Engineering,325,375
FT351,Business Studies,405,415
FT352,Media Arts,480,500
FT353,Journalism and a Language,455,465
FT354,Information Systems Development,320,380
FT358,Transport and Logistics,310,335
FT359,Management and Law,200,325
FT401,Hospitality (Hotel/Catering) Mgt,300,340
FT402,Tourism Marketing,350,360
FT403,Culinary Arts,240,340
FT404,Leisure Management,365,385
FT471,Social Care,385*,405
FT472,Early Child Care and Education,370,385
FT480,Food Technology/Pharmaceutical Tech,260,330
FT491,Environmental Health,360,395
FT541,Marketing,385,395
FT542,Management & Marketing,405,420
FT543,Retail & Services Management,345,360
FT544,Design - Interior + Furniture,562#,668#
FT545,Design - Visual Communication,753#,867#
FT546,Fine Art,620#,718#
FT601,Music,385#,500#
DL141,Psychology (info tech),315,350
DL241,English-Media & Cultural stud,400*,430
DL242,Arts and Media Management,310,345
FR001,Froebel,430*,440
FR002,Froebel/Gael,390,400
GC400,Business Studies,AQA,320
GC401,Accounting and Finance,250,320
GC402,Law with Business,300,350
GC430,Computing Science,AQA,285
GC450,Journalism and Media Comms,280,340
TA109,Applied Languages,255,325
TA110,European Studies,210,320
MD201,Religion/Education/English,365,390
MD301,Religion/Education/History,355,365
MD401,Religion/Education/Music,345#,390#
MD500,Irish Studies and Religious Studies,270,330
PT011,BA Philosophy,300,340
PT012,BA Theology and Pastoral Care,AQA,295
PT013,BA Philosophy/Theology,AQA,320
AD001,Art/Design Teaching,#,#
NC001,Accounting/H.R.M.,360*,385
NC002,European bus/lang.,N/A,N/A
NC003,Software Systems,300,330
NC011,Accounting/H.R.M.Area Based Part,285,355
NC012,European bus/lang.Area Based Part,N/A,N/A
NC013,Software Systems  Area Based Part,265,265
PB253,Business Studies,220,310
RC001,Medicine,555,560
RC003,Medicine with Leaving Cert Scholarship,585*,590
RC004,Physiotherapy,520*,530
RC005,Pharmacy,535*,540
CS001,Home Economics,420*,445
PD101,Drumcondra,440*,470
PD102,Drumcondra/Gael,400,410
PD103,Drum/B.A. Humanities,390,415
TR002,Music,400**,450
TR003,History,475,510
TR004,Law,545,570
TR005,Philosophy,445,475
TR006,Psychology,540,555
TR007,Clinical Speech and Language Studies,525,540
TR008,Biblical and Theological Studies,290,355
TR009,Music Education,345**,420
TR010,Computer Science Linguistics and German,455,530
TR011,Computer Science Linguistics and French,390,500
TR012,History and Political Science,545,570
TR013,Computer Science Linguistics and Irish,N/A,N/A
TR014,Philosophy and Political Science,490,510
TR018,Law and French,580,585
TR019,Law and German,540,550
TR021,Classics,260,460
TR022,Early and Modern Irish,305,350
TR023,English Studies,515,545
TR024,European Studies,505,540
TR025,Drama and Theatre Studies,495***,530
TR026,Germanic Languages,300,415
TR031,Mathematics,390,480
TR032,Engineering,420*,455
TR033,Computer Science,345,430
TR034,Management Science and Information Systems Studies,475,510
TR035,Theoretical Physics,490,540
TR036,Computer Science ( Evening ),320,370
TR037,Information & Communications Technology,320,440
TR038,Manufacturing Engineering with Management Science,320,390
TR051,Medicine,565*,570
TR052,Dental Science,540,565
TR053,Physiotherapy,525,545
TR054,Occupational Therapy,495*,510
TR055,Therapeutic Radiography,490*,510
TR071,Science,385,465
TR072,Pharmacy,550,570
