CourseID,Course_name,Score1,Score2
AL032,Software Design (Games Development),230,315
AL033,Toxicology,275,340
AL034,Software Design (Web Development),235,310
AL035,Construction Technology and Management,235,300
AL050,Business,230,320
AL051,Accounting,235,325
AL052,Design (Visual Communications),#560,#795
AL053,Pharmaceutical Sciences,N/A,N/A
AL054,Social Care Practice,325,350
AL110,General Nursing,395*,425
AL111,Mature Applicants General Nursing,#166,170
AL112,Psychiatric Nursing,370,375
AL113,Mature Applicants Psychiatric Nursing,#160*,#162
PC405,Citizenship & Community Studies,215,300
PC410,Humanities,285,325
PC411,English and History,290,330
PC412,English and Spanish,N/A,N/A
CW018,Business,295,340
CW028,Early Childhood Education and Care,300,325
CW038,Art Portfolio,#700,#700
CW058,Sustainable Architectural Technology,330,370
CW108,Biosciences with Bioforensics,300,340
CW118,Biosciences with Biopharmaceuticals,325,345
CW208,Computer Games Development,300,335
CW238,Software Development,300,325
CW248,Computing Systems Management,300,320
CW438,Construction - Quantity Surveying,310,350
CW448,Construction - Facilities Management,310,340
CW708,Law,300,335
CW728,Product Design Innovation,270,310
CW748,Early Childhood Education and Care,310,340
CW808,Communications and Public Relations,295,345
CW818,Accounting,285,350
CW828,Business - International Business,305,335
CW838,Business - Marketing,270,305
CW908,Business - Management,280,330
CW928,Business - Human Resource Management,265,295
CW938,Business with Law,290,325
CR105,Chemical and Biopharmaceutical Engineering,375,450
CR106,Software Development,275,320
CR108,Mechanical Engineering,330,400
CR109,Structural Engineering,410,450
CR111,Computerised Instrument Systems,N/A,N/A
CR112,Multimedia,325,350
CR116,Software Development and Computer Networking,255,315
CR121,Music at CIT - Cork School of Music,**780,**950
CR150,Business Information Systems,310,340
CR220,Fine Art and Ceramic Design at CIT Crawford College,#780,#865
CR305,Science (Level 8 -  Common Entry),295,335
CR310,IT Management,295,325
CR320,Biomedical Science - Joint CIT and UCC programme,410,450
CR325,Pharmaceutical Biotechnology,300,340
CR330,Herbal Science,225,325
CR333,Nutrition and Health Science,275,345
CR340,Analytical Chemistry with Quality Assurance,285,330
CR360,Instrument Engineering,310,340
CR400,Accounting,360,400
CR420,Marketing,250,315
CR500,Common Engineering Honours Degree Entry,310,410
CR510,Sustainable Energy,380,410
CR520,Biomedical Engineering,350,455
CR560,Architectural Technology,370,400
CR565,Interior Architecture,295,345
CR570,Quantity Surveying,245,325
CR572,Construction Management,260,325
CR590,Electronic Systems Engineering,290,350
CR600,Visual Communications,#605,#755
CR660,Tourism,255,310
CK101,Arts,360,405
CK102,Social Science,370,395
CK103,Music,#370,#440
CK104,Arts with Music,#465,#485
CK106,Applied Psychology,505,525
CK111,Early Childhood Studies,370,405
CK112,Drama and Theatre Studies,#425,#470
CK114,Social Science (Youth & Community Work) - Mature App's only,#,#
CK115,Social Work - Mature Applicants only,#,#
CK116,Sports Studies and Physical Education,480,490
CK201,Commerce,450,470
CK202,Accounting,475*,510
CK203,Business Information Systems,380,420
CK204,Finance,445,480
CK205,Commerce (International) with French,455,490
CK206,Commerce (International) with German,405,435
CK207,Commerce (International) with Italian,320,425
CK208,Commerce (International) with Hispanic Studies,415,445
CK209,Commerce (International) with Irish,455,505
CK210,Government,345,390
CK211,Commerce (International) with Chinese Studies,305,410
CK301,Law,485,500
CK302,Law and French,510,535
CK303,Law and German,505,535
CK304,Law and Irish,525*,545
CK305,Law (Clinical),515*,525
CK306,Law (International),540,550
CK401,Computer Science,300,350
CK402,Biological and Chemical Sciences,350,445
CK404,Environmental and Earth System Sciences,400,440
CK405,Genetics,405,460
CK406,Chemical Sciences,330,435
CK407,Mathematical Sciences,515,550
CK408,Physics and Astrophysics,465,500
CK502,Food Marketing and Entrepreneurship,400,425
CK504,Nutritional Sciences,465,490
CK505,Food Science,335,375
CK506,International Development and Food Policy,355,405
CK601,Process and Chemical Engineering,475,510
CK602,Civil and Environmental Engineering,485,510
CK603,Energy Engineering,520,550
CK605,Electrical and Electronic Engineering,355,470
CK606,Architecture - Joint UCC and CIT programme,450,485
CK701,Medicine - (Undergraduate Entry),#715,#728
CK702,Dentistry,575*,580
CK703,Pharmacy,545,565
CK704,Occupational Therapy,510,525
CK705,Speech and Language Therapy,495,520
CK706,Public Health and Health Promotion,385,425
CK710,General Nursing,435,455
CK711,Mature Applicants General Nursing,#171,#174
CK712,Children's and General Nursing (Integrated),495*,520
CK713,Mature Applicants Children's and General Nursing (Integrated),#174,#174
CK720,Psychiatric Nursing,410,420
CK721,Mature Applicants Psychiatric Nursing,#165,#170
