CourseID,Course_name,Score1,Score2
AL031,Computer and Software Engineering,275,315
AL033,Toxicology,255,330
AL035,Construction Technology and Management,290,345
AL050,Business Studies,300,340
AL051,Accountancy,300,340
AL052,Design (Visual Communications),640#,815#
AL053,Pharmaceutical Sciences,300,345
AL054,Social Care Practice,340,355
AL055,Languages & Business Administration,260,335
AL110,General Nursing,360*,380
AL111,Mature Applicants General Nursing,168#,174#
AL112,Psychiatric Nursing,325,345
AL113,Mature Applicants Psychiatric Nursing,151#,158#
PC410,Humanities,300,325
CW046,Computer Networking,N/A,N/A
CW105,Early Childhood Studies,330,350
CW120,Early Childhood Studies (WEXFORD),290,320
CW122,Accounting,275,320
CW123,Communications and Public Relations,325,360
CW131,Computer Games Development,340,380
CR105,Chemical & Process Engineering,310,440
CR106,Software Development,245,355
CR107,Electronic Engineering,230,370
CR108,Mechanical Engineering,300,390
CR109,Structural Engineering,450,470
CR111,Computerised Instrument Systems,210,305
CR112,Multimedia,395,425
CR114,Software Development with French,N/A,N/A
CR115,Software Development with German,N/A,N/A
CR116,Software Development and Computer Networking,260,345
CR121,Music at Cork School of Music,745**,940**
CR150,Business Information Systems,335,355
DB512,Business Studies,210,320
DB514,Business Studies (Law),220,310
DB515,Business Studies (Human Resource Management),200,305
DB516,Business Studies (Financial Services),235,320
DB517,Business Studies (Event Management),210,320
DB518,Business Studies (Information Systems),275,320
DB521,Accounting and Finance,185,315
DB531,Marketing,230,305
DB551,Arts (was: Anthropology now: Media & Cultural Studies ),225,345
DB552,Arts (was: Literature & Drama now: Film Literature & Drama),215,300
DB553,Arts (was: Film Studies now: Film Literature & Drama),205,320
DB561,Arts (General),200,315
DB562,Arts (Psychology),205,320
DB564,Arts (was: Media Studies now: Media & Cultural Studies ),215,325
DB565,Arts (Journalism),230,320
FR001,B. Ed.,445*,450
FR002,B. Ed. - Gaeltacht Applicants,405,410
PT011,Philosophy,215,320
PT012,Theology and Pastoral Care,250,300
PT013,Philosophy and Theology,215,300
PT014,Theology and Anthropology,270,300
AD001,Art and Design Education,#,N/A
AD012,Industrial Design,#,N/A
NC001,Accounting and Human Resource Management,335,370
NC003,Software Systems,260,300
NC004,Information Systems,250,320
NC011,Accounting and Human Resource Management - ABP,295,320
NC013,Software Systems - ABP,N/A,N/A
NC014,Information Systems - ABP,N/A,N/A
TR002,Music,**475,**510
TR003,History,460,490
TR004,Law,530*,560
TR005,Philosophy,460*,510
TR006,Psychology,545,560
TR007,Clinical Speech and Language Studies,515*,530
TR008,Biblical and Theological Studies,335,415
TR009,Music Education,**450,480
TR010,Computer Science Linguistics and German,440,480
TR011,Computer Science Linguistics and French,440,485
TR012,History and Political Science,545,570
TR013,Computer Science Linguistics and Irish,N/A,N/A
TR014,Philosophy & Political Science,500,515
TR018,Law and French,560*,580
