CourseID,Course_name,Score1,Score2
AL801,Software Design (Common Entry,280,335
AL820,Mechanical and Polymer Engineering,315,365
AL830,General Nursing,410,420
AL831,Mature Applicants General Nursing,#169,173
AL832,Psychiatric Nursing,390,395
AL833,Mature Applicants Psychiatric Nursing,#166,170
AL836,Health Science with Nutrition,390,415
AL837,Sports Science with Exercise Physiology,380,395
AL838,Biotechnology,295,345
AL840,Pharmaceutical Science,275,315
AL841,Sports Therapy with Rehabilitation,395,425
AL842,Bioveterinary Science,340,380
AL850,Business,295,350
AL851,Business and Law,270,310
AL852,Accounting,310,365
AL854,Business Psychology,295,360
AL860,Social Care Practice,320,350
PC405,Citizenship and Community Studies,255,350
PC410,Humanities,250,310
PC411,English and History,265,310
CW018,Business - Options: Business Digital Marketing (Wexford),305,340
CW028,Early Childhood Education and Care (Wexford),265,290
CW038,Art (Portfolio) (Wexford),#700,700
CW068,Applied Social Studies (Professional Social Care) (Wexford),285,335
CW088,Visual Communications and Design (Wexford),235,320
CW098,Culture and Heritage Studies (Wexford),260,345
CW108,Biosciences with Bioforensics or Biopharmaceuticals,305,360
CW168,Environmental Science,300,330
CW178,Sport Science,420,435
CW188,Sports Rehabilitation and Athletic Therapy,445,470
CW198,Strength and Conditioning,400,410
CW208,Computer Games Development,325,360
CW238,Software Development,335,360
CW248,Computer Systems Management,325,350
CW438,Quantity Surveying,255,285
CW448,Facilities and Energy Management,245,285
CW468,Architectural Technology,275,335
CW478,Civil Engineering,N/A,N/A
CW548,Mechanical Engineering,310,345
CW558,Electronic Systems,340,385
CW568,Aero Engineering,380,410
CW578,TV and Media Production,340,365
CW708,Law - LLB,290,330
CW728,Product Design Innovation,310,360
CW748,Early Childhood Education and Care,290,320
CW758,Applied Social Studies (Professional Social Care),315,350
CW788,Youth and Community Work,280,320
CW808,Media and Public Relations,285,330
CW838,Business - Marketing,280,335
CW858,Sport Management and Coaching  (Options: GAA Rugby Soccer,#700,700
CW908,Business - Management,280,340
CW928,Business - Human Resource Management,290,320
CW938,Business with Law,285,365
CW948,Accounting,345,390
CR105,Chemical and Biopharmaceutical Engineering,410,485
CR106,Software Development,320,380
CR108,Mechanical Engineering,395,460
CR109,Structural Engineering,495,505
CR112,Multimedia,355,380
CR116,Software Development and Computer Networking,315,365
CR121,Music at CIT Cork School of Music,#855,N/A
CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Mu,#675,865
CR126,Popular Music: Drums  at CIT Cork School of Music,#770,900
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,#855,965
CR128,Popular Music: Keyboards  at CIT Cork School of Music,#850,895
CR129,Popular Music: Voice at CIT Cork School of Music,#860,940
CR150,Business Information Systems,365,395
CR210,Contemporary Applied Art at CIT Crawford College of Art and,#625,965
CR220,Fine Art at CIT Crawford College of Art and Design,#400,860
CR305,Physical Sciences (Common Entry),310,340
CR310,IT  Management,310,345
CR312,Web Development,300,335
CR320,Biomedical Science - Joint CIT and UCC  programme,520*,540
CR325,Pharmaceutical Biotechnology,340,380
CR330,Herbal Science,325,365
CR333,Nutrition and Health Science,365,405
CR340,Analytical Chemistry with Quality Assurance,340,380
CR360,Instrument Engineering,340,405
CR365,Environmental Science and Sustainable Technology,275,365
CR400,Accounting,310,385
CR420,Marketing,280,330
CR500,Engineering (Common Entry),350,420
CR510,Sustainable Energy,300,365
CR520,Biomedical Engineering,410,490
CR560,Architectural Technology,285,340
CR565,Interior Architecture,280,325
CR570,Quantity Surveying,280,350
CR572,Construction Management,240,310
CR580,Electrical Engineering,300,380
CR590,Electronic Engineering,305,345
CR600,Visual Communications,#450,805
CR660,Tourism,280,320
CR700,Theatre and Drama Studies at CIT Cork School of Music,#585,925
CK101,Arts,345,400
CK102,Social Science,405,435
CK103,Music,#390,435
CK104,Arts with Music,#390,445
CK105,Film and Screen Media,450,480
CK106,Applied Psychology,505*,525
CK107,Geography and Archaeology,340,365
CK108,Arts International,455,490
CK109,English,415,455
CK110,World Languages,460,495
CK111,Early Years and Childhood Studies,380,415
CK112,Drama and Theatre Studies,#365,450
CK113,Criminology,435,465
CK114,Social Science (Youth & Community Work) - Mature Applicants,#,N/A
CK115,Social Work  - Mature Applicants only,#,N/A
CK116,Sports Studies and Physical Education,480,495
CK117,Economics (through Transformational Learning),345,405
CK201,Commerce,435,465
CK202,Accounting,435,495
CK203,Business Information Systems,435,475
CK204,Finance,480,525
CK205,Commerce (International) with French,475,505
CK206,Commerce (International) with German,465,495
CK207,Commerce (International) with Italian,380,410
CK208,Commerce (International) with Hispanic Studies,445,475
CK209,Commerce (International) with Irish,480,535
CK210,Government,325,365
CK211,Commerce (International) with Chinese Studies,405,430
CK301,Law,480,500
CK302,Law and French,510,530
CK304,Law and Irish,485,530
CK305,Law (Clinical),525,530
CK306,Law (International),545,565
CK401,Computer Science,430,470
CK402,Biological and Chemical Sciences,445,485
CK404,Biological Earth and Environmental Sciences,420,455
CK405,Genetics,470,505
CK406,Chemical Sciences,435,460
CK407,Mathematical Sciences,550,580
CK408,Physics and Astrophysics,510,550
CK502,Food Marketing and Entrepreneurship,440,470
CK504,Nutritional Sciences,490*,520
CK505,Food Science,445,470
CK506,International Development and Food Policy,360,400
CK601,Process and Chemical Engineering,505,560
CK602,Civil and Environmental Engineering,405,485
CK603,Energy Engineering,425,465
CK605,Electrical and Electronic Engineering,390,475
CK606,Architecture - Joint UCC and CIT programme,420,455
CK701,Medicine (Undergraduate Entry),#722*,730
CK702,Dentistry,575,585
CK703,Pharmacy,565,575
CK704,Occupational Therapy,520,540
CK705,Speech and Language Therapy,510,530
CK706,Public Health,390,415
CK710,General Nursing,440,465
CK711,Mature Applicants General Nursing,#174*,179
CK712,Childrens and General Nursing (Integrated),525*,535
CK713,Mature Applicants Childrens and General Nursing (Integrated,#183,188
CK720,Psychiatric Nursing,420*,450
CK721,Mature Applicants Psychiatric Nursing,#163,170
CK730,Intellectual Disability Nursing,425,430
CK731,Mature Applicants Intellectual Disability Nursing,#145,151
CK740,Midwifery,445*,465
