CourseID,Course_name,Score1,Score2
AL031,Computer and Software Engineering,N/A,N/A
AL033,Toxicology,275,340
AL035,Construction Technology and Management,295,335
AL050,Business,255,325
AL051,Accounting,250,340
AL052,Design (Visual Communications),#700,#845
AL054,Social Care Practice,315,335
AL110,General Nursing,355,375
AL111,Mature Applicants General Nursing,#166*,#174
AL112,Psychiatric Nursing,320,340
AL113,Mature Applicants Psychiatric Nursing,#160,#166
PC410,Humanities,275,325
CW018,Business (Wexford),290,370
CW028,Early Childhood Education & Care (Wexford),285,325
CW108,Biotechnology with Bioforensics,290,335
CW118,Biotechnology with Biopharmaceuticals,275,340
CW208,Computer Games Development,305,355
CW708,Legal Studies,305,355
CW728,Product Design Innovation,290,325
CW748,Early Childhood Education and Care,300,330
CW808,Communications and Public Relations,300,350
CW818,Accounting,270,340
CW828,International Business,310,345
CW838,Marketing,275,345
CW908,Business Studies - Management,270,345
CW918,Supply Chain Management,300,385
DC111,Business Studies,435,455
DC112,European Business (French),435,465
DC113,European Business (German),350,385
DC114,European Business (Spanish),355,425
DC115,Accounting and Finance,455,490
DC116,European Business (Transatlantic Studies),515,555
DC118,Gno agus Gaeilge,395,405
DC121,Computer Applications,300,350
DC126,Financial and Actuarial Mathematics,490,530
DC131,Communication Studies,440,465
DC132,Journalism,455,480
DC133,Multimedia,405,430
DC146,Intl. Business & Languages (French/German,350,380
DC147,Intl. Business & Languages (French/Spanish,380,420
DC148,Intl. Business & Languages (German/Spanis,390,440
DC149,Intl. Business and Languages (Japanese),360,410
DC155,Applied Language and Intercultural Studies,345,455
DC156,Languages for Intl. Communication - English,AQA,666
DC161,Analytical Science,355,385
DC162,Chemical and Pharmaceutical Sciences,355,390
DC165,Science International Programme,365,400
DC166,Environmental Science and Health,360,400
DC167,Physics with Astronomy,360,375
DC168,Genetics and Cell Biology,370,425
DC171,Applied Physics,350,385
DC173,Physics with Biomedical Sciences,405,460
DC181,Biotechnology,355,415
DC191,Electronic Engineering,255,365
DC192,Information and Communications Engineering,400,440
DC193,Mechatronics Engineering,370,430
DC195,Mechanical and Manufacturing Engineering,355,405
DC196,Manufacturing Eng. with Business Studies,340,415
DC197,Medical Mechanical Engineering,345,430
DC198,Common Entry to Eng. (Mech. & Manufact.),355,405
DC199,Digital Media Engineering,310,410
DC200,Common Entry to Engineering (Electronic),385,500
DC201,Common Entry to Science (Undenominated),350,390
DC202,Sport Science and Health,460,480
DC203,Science Education,360,420
DC204,Athletic Therapy and Training,500,510
DC205,Physical Education with Biology,485,505
DC211,Music Performance at Royal Irish Academy,#275,#380
DC212,Composition (Royal Irish Academy of Music),#,#
DC215,General Nursing,400,430
DC216,Psychiatric Nursing,320,335
DC217,Intellectual Disability Nursing,310,330
DC218,Childrens and General Nursing (Integrated),490,500
DC225,Mature Applicants General Nursing,#142*,#152
DC226,Mature Applicants Psychiatric Nursing,#146,#152
DC227,Mature Appls. Intellectual Disability Nursing,#145,#159
DUBLIN INSTITUTE OF TECHNOLOGY                                                      ,N/A,N/A,N/A
DT001,Product Design,360,400
DT021,Electrical and Electronic Engineering,335,455
DT023,Manufacturing and Design Engineering,305,415
DT025,Engineering,405,440
DT028,Transport Operations and Technology,225,320
DT081,Computer Engineering,360,405
DT101,Architecture,#544,#593
DT106,Planning and Environmental Management,360,390
DT110,Property Economics (Valuation Surveying),410,430
DT111,Construction Economics & Mgmt(quant. surv,440,465
DT112,Geomatics,290,345
DT117,Construction Management,395,415
DT203,Forensic and Environmental Analysis,320,380
DT204,Biomedical Science,380,440
DT205,Mathematical Sciences,290,335
DT211,Computing,210,295
DT222,Physics Technology,270,340
DT223,Human Nutrition and Dietetics,525,540
DT224,Optometry,500,525
DT227,Science with Nanotechnology,295,365
DT228,Computer Science,210,320
DT229,Clinical Measurement,240,375
DT235,Physics with Medical Physics & Bioeng.,280,360
DT341,Marketing,385,400
DT343,Retail and Services Management,355,375
DT354,Business Computing,325,350
DT358,Logistics and Supply Chain Management,285,335
DT365,Business and Management,410,425
DT366,Accounting and Finance,430,445
DT401,Hospitality Management,280,330
DT407,Culinary Arts,315,350
DT412,Tourism Marketing,300,335
DT413,Event Management,395,420
DT416,Food and Beverage Culinary Management,255,345
DT417,Bar Management and Entrepreneurship,230,325
DT420,Nutraceuticals for Health and Nutrition,340,385
DT480,Food Technology/Pharmaceutical Technolog,245,290
DT491,Environmental Health,355,400
DT501,Music,#350,#540
DT544,Design - Interior + Furniture,#480,#695
DT545,Design - Visual Communication,#615,#805
DT546,Fine Art,#600,#745
DT552,Media Arts,435,460
DT553,Journalism with a Language,415,440
CK106,Applied Psychology,520,N/A
CK111,Early Childhood Studies,335,N/A
CK112,Drama and Theatre Studies,#385,N/A
CK114,Social Science (Youth and Community Work,#,N/A
CK115,Social Work,#,N/A
CK116,B Ed - Sports Studies and Physical Educatio,465,N/A
CK201,Commerce,445*,N/A
CK202,Accounting,490,N/A
CK203,Business Information Systems,390,N/A
CK204,Finance,465,N/A
CK205,Commerce (International) with French,435,N/A
CK206,Commerce (International) with German,325,N/A
CK207,Commerce (International) with Italian,335,N/A
CK208,Commerce (International) with Spanish,310,N/A
CK209,Commerce (International) with Irish,495,N/A
CK210,Government,355,N/A
CK211,Commerce(International)with Chinese Studie,335,N/A
CK301,Law,500,N/A
CK302,Law and French,520,N/A
CK303,Law and German,485,495
CK304,Law and Irish,540,545
CK401,Computer Science,300,350
CK402,Biological and Chemical Sciences,345,460
CK404,Environmental and Earth System Sciences,305,400
CK405,Genetics,350,455
CK406,Chemical Sciences,305,445
CK407,Mathematical Sciences,450,535
CK408,Physics and Astrophysics,420,500
CK501,Food Business,300,340
CK504,Nutritional Sciences,485*,505
CK505,Food Science,305,385
CK506,International Development and Food Policy,330,410
CK601,Process and Chemical Engineering,480,515
CK602,Civil and Environmental Engineering,520,540
DC230,Economics Politics and Law,440,N/A
DC231,International Relations,410,N/A
DC235,Education and Training,305,N/A
DC236,Quantitative Finance,405,N/A
DC238,Contemporary Culture and Society,340,N/A
DC239,Gaeilge & Iriseoireacht/Irish & Journalism,455,N/A
DC240,Marketing Innovation and Technology,400,N/A
DL042,Photography,#775,N/A
DL043,Visual Communications,#580,N/A
DL044,Visual Arts Practice (Fine Art),#610,N/A
DL045,Film and Television Production,#910*,N/A
DL141,Psychology Applied to Information Technolo,250,N/A
DL143,Computing in Multimedia Systems,230,N/A
DL241,English  Media and Cultural Studies,350,N/A
DL242,Business Studies and Arts Management,295,N/A
DL245,Business Studies - Entrepreneurship,230,N/A
FR002,B. Ed. - Gaeltacht Applicants,410,N/A
GC200,Business Studies (Cork),N/A,N/A
GC201,Accounting and Finance (Cork),N/A,N/A
GC400,Business Studies,180,N/A
