CourseID,Course_name,Score1,Score2
AL031,Computer and Software Engineering,295,345
AL033,Toxicology,255,305
AL035,Construction Technology and Management,300,340
AL050,Business,275,320
AL051,Accounting,270,345
AL052,Design (Visual Communications),675#,900#
AL053,Pharmaceutical Sciences,N/A,N/A
AL054,Social Care Practice,320,345
AL055,Languages & Business Administration,N/A,N/A
AL110,General Nursing (Standard ),365*,390
AL111,Mature Applicants General Nursing,173*#,184#
AL112,Psychiatric Nursing (Standard ),330*,345
AL113,Mature Applicants Psychiatric Nursing,167#,170#
PC410,Humanities,275,320
CW105,Early Childhood Studies,300,330
CW111,Marketing Practice,275,305
CW112,Business Studies in Management,280,325
CW120,Early Childhood Studies,270,300
CW122,Accounting,275,355
CW123,Communications and Public Relations,310,355
CW131,Computer Games Development,310,345
CW134,Legal Studies,330,360
CW137,Product Design Innovation,300,340
CK101,Arts,345,400
CK102,Social Science,345,405
CK103,Music,395#,440#
CK104,Arts with Music,450#,490#
CK106,Applied Psychology,505,530
CK111,Early Childhood Studies,345,390
CK112,Drama and Theatre Studies,430#,480
CK114,Social Science (Youth & Community Work)-mature,#,#
CK115,Social Work - mature applicants only,#,#
CK116,BEd  Sports Studies,460*,475
CK201,Commerce,435,465
CK202,Accounting,480,515
CK203,Business Information Systems,390,420
CK204,Finance,465,495
CK205,Commerce (European) and French,445,475
CK206,Commerce (European) and German,310,405
CK207,Commerce (European) and Italian,325,445
CK208,Commerce (European) and Spanish,335,415
CK209,Commerce (European) and Irish,435,475
CK210,Government,350,400
CK301,Law,485,515
CK302,Law and French,500,535
CK303,Law and German,460,475
CK304,Law and Irish,515*,535
CK401,Computer Science,300,345
CK402,Biological and Chemical Sciences,395,470
CK404,Environmental and Earth System Sciences,310,380
CK405,Genetics,445,485
CK406,Chemical Sciences,335,385
CK407,Mathematical Sciences,405,505
CK408,Physics and Astrophysics,420,500
CK501,Food Business,300,345
CK504,Nutritional Sciences,475*,500
CK505,Food Science,300,365
CK506,International Development and Food Policy,355,405
CK601,Process and Chemical Engineering,460,505
CK602,Civil and Environmental Engineering,500*,525
CK605,Electrical Electronic and Microelectronic Engineering,330,450
CK606,Architecture,500*,520
CK701,Medicine,580,590
CK702,Dentistry,555*,560
CK703,Pharmacy,555*,565
CK704,Occupational Therapy,525*,540
CK705,Speech and Language Therapy,530*,550
CK706,Public Health and Health Promotion,445,470
CK710,General Nursing (Standard ),410,445
CK711,Mature Applicants General Nursing,162#,167#
CK712,Children's and General Nursing (Integrated) - Standard ,480,500
CK713,Mature Applicants Children's and General Nursing (Integrated),173#,177#
CK720,Psychiatric Nursing (Standard ),370,400
DC111,Business Studies,425,445
DC112,European Business (French),420,440
DC113,European Business (German),360,380
DC114,European Business (Spanish),360,415
DC115,Accounting and Finance,450,475
DC116,European Business (Transatlantic Studies),500,530
DC118,Gn= agus Gaeilge,340,375
DC121,Computer Applications - Specialisms in Info Systems; Software,300,345
DC125,Mathematical Sciences,360,430
DC126,Financial and Actuarial Mathematics,490,530
DC131,Communication Studies - Specialisms in Photography & Print;,440,475
DC132,Journalism,455,480
DC133,Multimedia,410,430
DC146,International Business & Languages (French/German),320,380
DC147,International Business & Languages (French/Spanish),355,415
DC148,International Business & Languages (German/Spanish),355,400
DC149,International Business & Languages (Japanese),375,395
DC155,Languages for International Communication,360,430
DC156,Languages for International Communication - English Stream,270,666
DC161,Analytical Science,355,395
DC162,Chemical and Pharmaceutical Sciences,350,405
DC165,Science International Programme,375,400
DC166,Environmental Science and Health,355,395
DC167,Physics with Astronomy,365,420
DC168,Genetics and Cell Biology,400,430
DC171,Applied Physics,350,390
DC181,Biotechnology,355,395
DC191,Electronic Engineering,285,385
DC192,Information and Communications Engineering,385,385
DC193,Mechatronics Engineering,280,430
DC195,Mechanical and Manufacturing Engineering,335,390
DC196,Manufacturing Engineering with Business Studies,345,400
DC197,Medical Mechanical Engineering,280,375
DC198,Common Entry to Engineering (Mechanical and Manufacturing),320,415
DC199,Digital Media Engineering,330,350
DC200,Common Entry to Engineering (Electronic),295,380
DC201,Common Entry into Science (Undenominated Entry),340,390
DC202,Sport Science and Health,460,480
DC203,Science Education,345,405
DC204,Athletic Therapy and Training,500,510
DC205,Physical Education,480,500
DC211,Music Performance at Royal Irish Academy of Music,380#,500#
DC215,General Nursing (Standard ),370,400
DC216,Psychiatric Nursing (Standard ),315,335
DC217,Intellectual Disability Nursing (Standard ),310,330
DC218,Integrated General and Children's Nursing (Standard ),430,440
DC225,Mature Applicants General Nursing,160#,167#
DC226,Mature Applicants Psychiatric Nursing,139#,146#
DC227,Mature Applicants Intellectual Disability Nursing,139#,150#
DC228,Mature Applicants Integrated General and Children's Nursing,164#,186#
DT001,Product Design,365,385
DT021,Electrical and Electronic Engineering,350,469
DT025,Engineering - Common 1st Year,410,435
DT028,Transport Technology,245,320
DT081,Computer Engineering,310,370
DT101,Architecture,590#,627#
DT106,Planning and Environmental Management,370*,395
DT110,Property Economics (Valuation Surveying),410*,435
DT111,Construction Economics and Management (Quantity Surveying),435,460
DT112,Geomatics,285,360
DT117,Construction Management,395,410
DT203,Forensic and Environmental Analysis,355,395
DT204,Biomedical Science,400,445
DT205,Mathematical Sciences,280,335
DT222,Physics Technology,330,385
DT223,Human Nutrition and Dietetics,535*,550
DT224,Optometry,505*,525
DT227,Science with Nanotechnology,305,380
DT228,Computer Science,230,310
DT229,Clinical Measurement,310,375
DT235,Physics with Medical Physics and Bioengineering,345,420
DT341,Marketing,385,400
DT343,Retail and Services Management,360,380
DT354,Business Computing,330,365
DT358,Logistics and Supply Chain Management,280,330
DT365,Business and Management,410,425
DT366,Accounting and Finance,420,435
DT401,Hospitality Management,300,330
DT407,Culinary Arts,250,340
DT412,Tourism Marketing,320,345
DT413,Event Management,400*,420
DT480,Food Technology/Pharmaceutical Technology,245,310
DT491,Environmental Health,350,390
DT501,Music,375#,520#
DT544,Design - Interior + Furniture,495#,640#
DT545,Design - Visual Communication,630#,725#
DT546,Fine Art,580#,720#
DT552,Media Arts,420,450
DT553,Journalism with a Language,420,450
DT555,International Business and Languages ( French),335,370
DT556,International Business and Languages ( German),265,330
DT557,International Business and Languages ( Spanish),255,325
DT559,Photography,600#,740#
DT564,International Business and Languages (Italian),250,325
DT565,Chinese and International Business,190,375
DT571,Social Care,380,410
DT572,Early Childhood Education,370,395
TR002,Music,465**,490**
TR003,History,440,480
TR004,Law,535*,565
TR005,Philosophy,400,465
TR006,Psychology,545*,570
TR007,Clinical Speech and Language Studies,530*,555
TR008,Biblical and Theological Studies,335,420
TR009,Music Education,430**,470*
TR010,Computer Science,445,540
TR011,Computer Science,445,500
TR012,History and Political Science,500,535
TR013,Computer Science,N/A,N/A
TR014,Philosophy and Political Science,495,525
TR018,Law and French,575*,600
TR019,Law and German,540,565
TR021,Classics,435,580
TR022,Early and Modern Irish,330,350
TR023,English Studies,505*,525
TR024,European Studies,540*,565
TR025,Drama and Theatre Studies,475***,520***
TR026,Germanic Languages,340,470
TR031,Mathematics,400,490
TR032,Engineering,440,475
TR033,Computer Science,355,430
