CourseID,Course_name,Score1,Score2
AL802,Software Design (Games Development),275,325
AL803,Software Design (Cloud Computing),280,345
AL830,General Nursing,410*,415
AL831,Mature Applicants General Nursing,566#,581
AL832,Psychiatric Nursing,395,400
AL833,Mature Applicants Psychiatric Nursing,557#,564
AL836,Health Science and Nutrition,395,420
AL837,Sports Science and Exercise Physiology,400*,420
AL838,Biotechnology,275,320
AL839,Human and Animal Toxicology,275,335
AL840,Pharmaceutical Science,270,315
AL841,Sports Therapy with Rehabilitation,420,450
AL850,Business,285,355
AL851,Business and Law,270,335
AL852,Accounting,340,385
AL860,Social Care Practice,325,360
AL862,Visual Communications,510#,795
PC405,Citizenship & Community Studies,250,280
PC410,Humanities,250,295
PC411,English and History,275,325
CW018,Business (Wexford),255,355
CW028,Early Childhood Education and Care (Wexford),275,310
CW038,Art  (Wexford) - Portfolio,700#,700
CW068,Applied Social Studies (Professional Social Care - Wexford),360,375
CW088,Visual Communications and Design (Wexford),305,395
CW108,Biosciences with Bioforensics or Biopharmaceuticals,300,370
CW168,Environmental Science,330,365
CW178,Sport Science,400,425
CW188,Sports Rehabilitation and Athletic Therapy,480,495
CW198,Strength and Conditioning,405,425
CW208,Computer Games Development,325,365
CW238,Software Development,300,330
CW248,Computing Systems Management,300,320
CW438,Construction - Quantity Surveying,235,315
CW448,Construction - Facilities and Energy Management,280,330
CW468,Architectural Technology,260,305
CW478,Civil Engineering,280,280
CW548,Mechanical Engineering,290,345
CW558,Electronic Systems,310,355
CW568,Aerospace Engineering,370,390
CW708,Law,300,350
CW728,Product Design Innovation,330,335
CW748,Early Childhood Education and Care,315,350
CW758,Applied Social Studies (Professional Social Care),340,360
CW768,Social and Community Studies,280,295
CW788,Youth and Community Work,300,325
CW808,Media and Public Relations,285,330
CW838,Business - Marketing,280,340
CW858,Sports Management and Coaching,700#,700
CW908,Business - Management,280,335
CW928,Business - Human Resource Management,290,320
CW938,Business with Law,290,330
CW948,Accounting,335,400
CR105,Chemical and Biopharmaceutical Engineering,360,475
CR106,Software Development,300,365
CR108,Mechanical Engineering,340,440
CR109,Structural Engineering,400,410
CR112,Multimedia,350,385
CR116,Software Development and Computer Networking,305,350
